OTU.ID	sa1	sa2	sa3	sa4	sa5	sa6	sa7	sa8	sa9	sa10	sa11	sa12	sa13	sa14	sa15	sa16	sa17	sa18	sa19	sa20	sa21	sa22	sa23	sa24	sa25	sa26	sa27	sa28	sa29	sa30	sa31	sa32	sa33	sa34	Taxonomy
OTU4631	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	US|0.9727|AJ000724_S000012341;d:Bacteria,p:Cyanobacteria/Chloroplast,c:Cyanobacteria
OTU4632	1	0	4	2	1	0	4	6	2	6	12	13	2	3	3	1	4	1	21	13	3	2	9	2	10	3	8	6	11	7	2	0	9	7	US|0.9959|AJ420135_S000134120;d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales
OTU4633	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	2	0	1	0	0	1	0	US|0.8949|AJ292685_S000019750;d:Bacteria,p:candidate_division_WPS-1
OTU4634	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|CP000359_S000690631;d:Bacteria,p:"Deinococcus-Thermus",c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
OTU4635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|AB243673_S000622967;d:Bacteria,p:"Chloroflexi",c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae
OTU4636	1	0	2	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|AB072735_S000251887;d:Bacteria
OTU4637	1	9	2	3	4	0	14	12	16	3	3	2	2	2	12	10	8	49	5	9	6	3	6	3	2	4	1	1	3	5	3	0	1	10	SS|1.0000|AB267477_S000721191;d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae
OTU4638	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9000|AM162406_S000650674;d:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU4639	15	31	25	18	23	16	24	27	11	18	10	16	15	21	9	8	4	10	27	31	41	10	22	23	20	11	16	21	17	20	19	15	15	18	US|0.9959|AY434018_S000419758;d:Archaea,p:"Euryarchaeota",c:Archaeoglobi,o:Archaeoglobales
OTU4640	11	11	10	8	3	5	0	0	0	0	2	2	3	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	27	8	0	0	SS|0.8200|AF093427_S000543676;d:Bacteria,p:"Chloroflexi",c:Chloroflexia,o:"Chloroflexales",f:Oscillochloridaceae,g:Oscillochloris
OTU4641	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	1	1	0	1	0	0	2	0	0	2	0	0	1	US|0.9943|AB786711_S003929877;d:Bacteria,p:Firmicutes,c:Clostridia
OTU4642	50	54	19	15	27	6	24	49	28	35	87	85	13	60	29	18	280	35	27	74	28	92	33	49	187	49	67	28	86	53	30	21	52	71	GS|97.4|AB248526_S000768325;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Micrococcaceae,g:Arthrobacter,s:Arthrobacter_niigatensis;
OTU4643	1	0	0	0	1	1	0	1	1	2	2	1	2	0	15	4	13	7	1	2	0	0	1	0	1	0	0	0	0	3	0	3	1	0	US|0.9992|EU672873_S001153278;d:Archaea,p:"Crenarchaeota",c:Thermoprotei,o:Desulfurococcales
OTU4644	10	15	10	14	19	12	19	16	27	18	12	26	11	9	17	17	10	25	9	4	9	14	5	3	51	31	46	85	14	22	24	8	6	17	SS|0.8700|AB072735_S000251887;d:Bacteria,p:"Gemmatimonadetes",c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas,s:Gemmatimonas_aurantiaca
OTU4645	2	3	7	7	4	1	13	3	7	2	6	4	2	0	4	1	4	4	8	11	12	4	0	3	3	2	5	0	15	2	5	2	3	3	SS|1.0000|EF457308_S000834733;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp6,g:Gp6
OTU4646	2	3	5	2	1	2	1	0	1	0	0	0	8	13	0	0	0	0	2	2	1	4	16	3	1	0	0	0	2	1	22	0	0	2	US|0.9963|AB517669_S002164967;d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales
OTU4647	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	3	0	0	2	0	2	0	0	0	0	0	0	0	0	US|0.9927|X56305_S000006614;d:Bacteria,p:"Planctomycetes",c:Planctomycetia
OTU4648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	SS|0.9700|CP001854_S001872674;d:Bacteria,p:"Actinobacteria",c:Actinobacteria
OTU4649	3	4	6	17	6	5	8	7	2	1	1	5	6	7	0	0	2	5	3	3	2	0	2	1	2	2	1	0	0	4	7	9	0	3	SS|0.9900|DQ986200_S000736608;d:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU4650	0	0	0	0	0	0	0	0	0	0	0	0	3	3	20	13	21	18	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	US|0.9992|AF013515_S000336264;d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales
OTU4651	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	SS|0.9900|AB360448_S001014085;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Acidimicrobiales,f:Iamiaceae,g:Iamia,s:Iamia_majanohamensis
OTU4652	1	1	0	0	1	1	1	0	6	6	25	10	0	1	8	3	3	1	3	2	0	1	1	2	0	3	4	2	6	6	0	0	8	1	SS|0.8500|HM204925_S002226966;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas
OTU4653	1	0	0	0	0	0	1	0	0	1	0	0	3	2	2	3	1	0	0	1	1	0	3	2	4	4	3	1	1	2	1	0	0	0	SS|0.9000|JF423906_S002447326;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Gaiellales,f:Gaiellaceae,g:Gaiella,s:Gaiella_occulta
OTU4654	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	4	1	0	5	0	0	0	0	1	0	US|0.9959|FJ502233_S002032682;d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales
OTU4655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	3	0	SS|1.0000|AB166882_S000386316;d:Bacteria,p:"Proteobacteria",c:Betaproteobacteria
OTU4657	1	0	11	11	1	0	5	5	1	1	4	13	2	1	0	0	4	1	11	5	0	0	0	1	17	6	9	9	13	7	2	1	4	5	US|0.9992|EF457470_S000834895;d:Archaea,p:"Euryarchaeota",c:Archaeoglobi,o:Archaeoglobales
OTU4658	5	6	13	13	5	10	3	7	0	0	0	0	3	6	0	0	0	0	0	1	0	3	4	1	0	0	0	0	0	0	1	5	1	1	US|0.9959|AM162406_S000650674;d:Archaea,p:"Crenarchaeota",c:Thermoprotei,o:Desulfurococcales
OTU4659	1	1	0	0	0	1	1	2	1	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	US|0.9970|KM036168_S004231080;d:Bacteria,p:candidate_division_WPS-1
OTU4660	2	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	US|0.9930|EU741687_S001046429;d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria
OTU4661	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8900|AY388649_S000419259;d:Bacteria,p:"Verrucomicrobia",c:Spartobacteria
OTU4662	4	6	13	18	22	9	2	1	0	0	0	0	3	4	0	0	0	0	1	0	0	0	7	3	0	0	0	0	0	0	13	5	0	3	US|0.9959|AY363245_S000547278;d:Bacteria,p:"Chloroflexi",c:Chloroflexia,o:"Chloroflexales"
OTU4663	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	SS|0.9200|AJ233938_S000539315;d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales
OTU4664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.9925|FN430422_S001588757;d:Bacteria,p:Firmicutes,c:Bacilli
OTU4665	1	2	1	0	0	1	1	0	0	0	0	0	0	0	5	4	5	7	0	0	1	1	1	0	2	4	0	2	0	2	0	3	1	3	SS|1.0000|AM162406_S000650674;d:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Zavarzinella,s:Zavarzinella_formosa
OTU4666	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8700|AB362776_S000964290;d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales"
OTU4667	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	SS|0.9400|JF423906_S002447326;d:Bacteria,p:"Actinobacteria",c:Actinobacteria
OTU4668	4	3	0	0	0	2	1	0	7	1	1	0	2	1	0	2	2	2	1	0	0	1	1	0	1	2	0	1	4	0	2	1	0	4	SS|1.0000|GQ421850_S001589379;d:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales
OTU4669	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	3	0	0	0	3	0	0	0	0	0	SS|1.0000|FJ182044_S001188390;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria
OTU4670	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	9	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	SS|0.9900|X77835_S000260420;d:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Clostridiaceae_1,g:Clostridium_sensu_stricto
OTU4671	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	US|0.9930|AM712634_S000891214;d:Bacteria,p:Firmicutes,c:Bacilli
OTU4672	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	US|0.9891|AB360448_S001014085;d:Bacteria,p:"Actinobacteria",c:Actinobacteria
OTU4673	0	0	0	0	0	0	1	0	0	0	0	0	0	0	54	32	9	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9500|AB598277_S002236453;d:Bacteria,p:"Chloroflexi",c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae
OTU4674	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	SS|1.0000|AY743264_S000595386;d:Bacteria,p:"Deinococcus-Thermus",c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
OTU4675	0	0	0	0	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	US|0.9297|EU135021_S000933615;d:Bacteria,p:"Armatimonadetes"
OTU4676	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	US|0.9749|GQ423055_S001589422;d:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales
OTU4677	2	4	1	3	1	1	36	13	30	6	14	10	6	0	0	4	1	3	8	22	47	9	4	6	0	9	0	1	8	1	1	3	15	9	SS|1.0000|AF013554_S000336303;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Gp4
OTU4678	0	4	0	0	5	3	0	2	0	0	2	1	1	0	4	1	7	3	1	1	2	3	1	2	1	2	0	0	3	0	0	2	1	4	US|0.9999|AJ292685_S000019750;d:Bacteria,p:candidate_division_WPS-1
OTU4679	8	12	3	3	12	9	6	2	4	2	8	12	10	4	6	8	2	3	1	7	1	7	17	15	8	14	7	18	10	18	15	4	6	8	US|0.9992|EF457487_S000834912;d:Archaea,p:"Crenarchaeota",c:Thermoprotei,o:Desulfurococcales
OTU4680	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.9749|DQ917753_S001019571;d:Bacteria,p:"Tenericutes",c:Mollicutes,o:Anaeroplasmatales
OTU4681	1	0	0	0	0	0	1	0	3	2	1	1	0	0	2	0	0	1	2	1	0	0	0	0	0	1	1	2	0	0	0	1	2	1	SS|0.8800|GU207876_S002224491;d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales
OTU4682	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8500|X56305_S000006614;d:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU4683	60	105	13	7	105	74	15	15	0	1	4	0	2	2	0	0	4	7	6	4	72	28	25	23	7	0	0	2	14	2	2	41	3	17	SS|0.9700|AF013554_S000336303;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Gp4
OTU4684	0	1	1	0	0	0	1	0	2	3	2	2	0	0	4	4	0	0	0	1	0	1	0	1	0	0	1	0	2	1	0	0	3	2	SS|1.0000|Y18836_S000017522;d:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Hymenobacter,s:Hymenobacter_gelipurpurascens
OTU4685	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	SS|0.9000|AJ292685_S000019750;d:Bacteria,p:candidate_division_WPS-1
OTU4686	1	0	0	0	0	0	1	1	58	14	5	0	0	0	0	1	0	0	2	1	0	0	0	0	1	2	5	1	4	0	0	0	0	0	SS|1.0000|AB267477_S000721191;d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae
OTU4687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.9749|JQ292916_S002966786;d:Bacteria,p:Firmicutes,c:Thermolithobacteria,o:Thermolithobacterales
OTU4688	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	SS|0.9100|AF243334_S000389920;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria
OTU4689	30	21	24	26	19	11	14	19	2	1	8	12	18	27	41	41	11	48	3	6	14	17	18	10	13	21	1	4	19	19	60	13	9	55	SS|1.0000|EF457468_S000834893;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp3,g:Gp3
OTU4690	0	2	0	0	0	0	0	3	2	2	2	1	0	0	0	3	0	1	1	0	1	0	1	0	0	2	1	0	0	0	0	0	1	0	SS|1.0000|EU134991_S000933585;d:Bacteria,p:"Armatimonadetes",g:Armatimonadetes_gp5
OTU4691	0	0	1	0	0	1	0	0	2	1	1	0	0	0	0	0	0	0	4	4	1	0	1	1	0	1	0	0	1	1	0	1	0	0	SS|1.0000|AB308475_S000870713;d:Bacteria
OTU4692	8	16	8	6	22	27	30	10	3	3	6	10	7	10	1	2	9	11	6	9	10	9	6	2	8	5	2	1	10	4	16	5	5	10	US|0.9952|AJ292687_S000017618;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
OTU4693	5	3	3	2	0	1	14	9	34	25	113	18	0	6	51	55	10	25	4	21	14	0	4	2	22	41	19	29	5	12	5	1	22	14	SS|0.8000|AB267478_S000721192;d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae,g:Segetibacter,s:Segetibacter_koreensis
OTU4694	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	8	1	3	2	0	0	0	0	US|0.9959|GU207875_S002224490;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
OTU4695	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.9378|AF230531_S000389682;d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria
OTU4696	3	9	0	0	3	0	9	4	12	9	26	17	5	1	9	7	2	5	4	5	4	5	2	4	3	9	7	6	19	9	6	1	10	12	SS|1.0000|KJ634465_S004217796;d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae
OTU4697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	1	0	1	0	0	0	0	0	0	0	1	0	US|0.9963|CP000804_S002287403;d:Bacteria,p:"Chloroflexi",c:Chloroflexia
OTU4698	1	0	21	0	1	0	0	0	0	0	2	1	1	0	1	0	2	43	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3	SS|1.0000|X83810_S000021768;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales
OTU4699	0	1	1	1	0	0	3	2	7	1	5	1	0	2	5	2	0	8	0	1	0	3	0	0	0	1	0	0	0	0	0	0	2	6	US|0.9952|None;d:Bacteria,p:"Bacteroidetes",c:Flavobacteriia,o:"Flavobacteriales"
OTU4700	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	US|0.9963|FJ624399_S001351089;d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia
OTU4701	7	10	4	0	6	6	7	2	2	0	2	0	1	0	0	0	0	0	7	14	29	8	19	25	0	1	0	1	3	0	0	6	1	0	US|0.9997|AB669272_S003609811;d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales
OTU4702	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	4	16	1	1	0	1	1	0	3	6	0	2	1	2	0	1	1	0	GSL|99.6|EU660389_S001098941;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae,g:Paracoccus
OTU4703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	US|0.8949|EF457487_S000834912;d:Bacteria,p:"Acidobacteria"
OTU4704	0	2	2	0	3	0	0	1	7	6	0	2	0	0	13	25	1	7	1	1	0	1	0	0	1	1	0	6	1	2	0	0	5	5	US|0.9959|AJ292685_S000019750;d:Bacteria,p:"Thermodesulfobacteria",c:Thermodesulfobacteria,o:Thermodesulfobacteriales
OTU4705	1	0	0	1	1	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.9930|EF457456_S000834881;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16
OTU4706	0	0	0	0	0	0	2	1	1	1	0	2	0	0	0	0	0	0	0	4	1	0	0	1	1	1	3	3	1	1	1	0	1	0	SS|0.8200|DQ450815_S000692513;d:Bacteria,p:"Armatimonadetes"
OTU4707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	US|0.9897|FJ194951_S001188489;d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Alteromonadales
OTU4708	2	1	8	5	0	0	2	2	0	0	0	2	1	0	0	0	0	0	2	1	5	10	14	9	0	0	0	0	1	0	3	0	1	2	US|0.9993|EU861851_S001148156;d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales
OTU4709	21	12	32	27	6	5	10	12	18	27	14	51	5	5	9	8	30	11	29	8	21	59	75	27	43	43	20	23	35	39	13	13	11	6	GS|98.8|FN600641_S001794056;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Geodermatophilaceae,g:Blastococcus,s:Blastococcus_saxobsidens;
OTU4710	0	3	16	19	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	1	0	0	0	0	0	0	3	0	0	0	US|0.9993|EU135009_S000933603;d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales
OTU4711	9	20	6	8	5	2	10	9	1	3	5	5	5	0	0	0	0	1	11	22	22	47	60	55	17	3	1	2	15	8	2	8	3	17	US|0.9897|JF423906_S002447326;d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales
OTU4712	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	US|0.8751|KC867694_S003811167;d:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales
OTU4713	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	1	0	US|0.9963|AJ851087_S000544284;d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria
OTU4714	1	3	5	4	2	0	1	3	7	7	1	4	0	1	48	35	81	51	2	2	2	3	0	1	0	1	1	2	1	1	3	1	1	5	SS|1.0000|KF309176_S003920854;d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae
OTU4715	0	0	0	0	0	0	0	0	6	8	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	US|0.9997|CP000804_S002287403;d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales
OTU4716	3	0	0	1	1	1	7	2	12	17	10	31	1	2	11	4	5	8	7	2	5	6	0	1	19	14	9	12	10	4	1	1	9	2	SS|0.8400|FJ560749_S001328551;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiales_incertae_sedis,g:Vasilyevaea
OTU4717	15	8	20	21	24	20	0	1	0	0	0	0	14	9	0	0	0	2	0	0	6	2	1	2	0	0	0	0	0	0	8	5	0	0	US|0.9997|JQ345500_S003290740;d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales
OTU4718	1	6	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	4	2	5	5	0	0	0	0	1	0	1	1	0	1	US|0.9952|None;d:Bacteria,p:"Chloroflexi",c:Chloroflexia,o:"Chloroflexales"
OTU4719	1	3	0	0	2	0	1	2	0	0	1	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	2	2	0	US|0.9943|JQ733906_S003291140;d:Bacteria,p:"Chloroflexi",c:Caldilineae
OTU4720	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.9925|U25627_S000437365;d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria
OTU4721	0	1	0	0	0	0	0	1	0	2	0	1	0	1	0	0	0	0	0	1	1	0	2	0	1	3	0	5	0	0	0	0	1	0	SS|1.0000|DQ986200_S000736608;d:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU4722	5	3	22	17	5	17	3	3	2	0	3	4	15	36	0	0	0	1	5	8	4	2	2	6	3	1	0	0	1	2	32	4	4	3	SS|0.9300|JF423906_S002447326;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Gaiellales,f:Gaiellaceae,g:Gaiella,s:Gaiella_occulta
OTU4723	1	1	0	1	0	0	0	0	2	1	0	0	1	0	0	0	0	1	0	2	1	0	1	2	0	0	0	0	0	2	2	3	0	0	SS|0.8700|AF084852_S000428666;d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Bdellovibrionales,f:Bacteriovoracaceae,g:Peredibacter,s:Peredibacter_starrii
OTU4724	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	3	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	SS|0.8500|AB072735_S000251887;d:Bacteria,p:"Gemmatimonadetes",c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas,s:Gemmatimonas_aurantiaca
OTU4725	1	0	0	0	0	0	5	4	1	0	11	0	0	0	0	0	0	0	8	15	22	1	1	13	0	0	0	0	1	1	0	1	5	3	US|0.9993|AB478418_S001548570;d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales
OTU4726	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	US|0.9999|None;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp6
OTU4727	1	0	1	0	0	0	3	0	4	7	2	6	0	0	5	10	1	4	2	3	1	3	5	1	0	1	5	3	1	1	1	0	2	2	SS|1.0000|DQ062742_S000537534;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
OTU4728	0	1	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	US|0.9378|EF457456_S000834881;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16
OTU4729	5	1	3	1	5	2	5	9	7	4	1	2	0	3	12	6	3	11	1	7	29	5	2	4	2	1	1	0	1	1	5	2	2	4	US|1.0000|HE613268_S003258367;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp22
OTU4730	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	1	0	1	1	0	0	0	1	1	0	0	0	0	3	0	0	0	0	SS|0.9500|AY281137_S000357504;d:Bacteria,p:"Proteobacteria",c:Betaproteobacteria
OTU4731	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	1	1	SS|0.8900|X56305_S000006614;d:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU4732	0	0	3	6	0	0	6	3	2	6	14	10	2	2	0	0	0	1	9	5	2	1	2	4	30	20	14	14	8	5	0	1	9	5	SS|1.0000|AB267478_S000721192;d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae
OTU4733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	5	0	0	0	0	0	0	0	0	0	0	US|0.9727|FN391026_S001418752;d:Bacteria,p:"Planctomycetes",c:Planctomycetia
OTU4734	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|1.0000|EU135021_S000933615;d:Bacteria,p:"Armatimonadetes"
