OTU.ID	sa1	sa2	sa3	sa4	sa5	sa6	sa7	sa8	sa9	sa10	sa11	sa12	sa13	sa14	sa15	sa16	sa17	sa18	sa19	sa20	sa21	sa22	sa23	sa24	sa25	sa26	sa27	sa28	sa29	sa30	sa31	sa32	sa33	sa34	Taxonomy
OTU5824	1	1	7	2	0	0	1	1	1	0	0	1	7	1	1	1	0	0	5	4	3	0	67	22	1	1	0	0	7	3	4	0	0	5	US|0.9992|M26631_S000436146;d:Bacteria,p:"Chlorobi",c:"Chlorobia",o:Chlorobiales
OTU5825	0	4	3	3	2	1	8	4	1	3	5	2	2	0	1	0	0	1	0	2	3	1	0	1	3	0	1	5	7	1	1	2	3	3	SS|0.9500|X56305_S000006614;d:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU5826	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	2	0	0	US|0.9959|AM162406_S000650674;d:Archaea,p:"Crenarchaeota",c:Thermoprotei,o:Desulfurococcales
OTU5827	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	3	2	0	0	0	0	0	0	1	0	0	3	US|0.9959|AF385537_S000344655;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales
OTU5828	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	SS|0.8600|JF423906_S002447326;d:Bacteria,p:"Actinobacteria",c:Actinobacteria
OTU5829	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	US|1.0000|CP000804_S000925950;d:Bacteria,p:"Armatimonadetes"
OTU5830	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|FN391026_S001418752;d:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU5831	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	GSL|99.6|AB264135_S000711122;d:Bacteria,p:"Deinococcus-Thermus",c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
OTU5832	1	1	0	0	0	0	0	0	5	0	0	1	0	0	5	14	7	9	1	0	1	3	0	0	0	1	0	3	0	2	1	1	4	1	US|0.9959|AJ252626_S000040852;d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Aeromonadales
OTU5833	1	0	2	3	0	1	0	0	0	0	1	0	0	0	4	1	28	16	0	1	0	2	0	0	0	0	0	0	0	0	6	1	0	0	SS|1.0000|AF093427_S000543676;d:Bacteria,p:"Chloroflexi",c:Chloroflexia,o:"Chloroflexales",f:Oscillochloridaceae,g:Oscillochloris
OTU5834	1	0	4	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	6	3	0	1	0	0	0	11	0	9	5	0	0	US|0.9993|EF457456_S000834881;d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales
OTU5835	0	1	3	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	US|0.9992|AJ458462_S000130885;d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales
OTU5836	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	SS|0.9600|GU207875_S002224490;d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria
OTU5837	1	4	4	3	7	8	13	4	4	6	7	8	0	6	11	9	5	31	6	6	7	6	11	7	10	17	4	9	10	15	3	0	7	16	US|0.9925|AM491592_S000994803;d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria
OTU5838	3	4	0	0	2	1	7	1	11	5	3	13	0	2	1	1	3	3	2	8	11	0	1	2	4	8	2	5	3	1	0	0	12	5	US|0.9959|AJ292685_S000019750;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
OTU5839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.9992|AF146832_S000543678;d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales
OTU5840	0	8	0	1	3	9	4	5	2	3	2	1	1	0	1	0	0	3	2	1	1	0	4	7	12	8	0	3	2	3	1	2	2	6	US|0.9898|AB828155_S004125732;d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales
OTU5841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.9880|AB669272_S003609811;d:Bacteria,p:"Chloroflexi",c:Anaerolineae,o:Anaerolineales
OTU5842	0	0	0	0	0	1	0	0	0	2	1	0	0	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	SS|0.9600|AJ292759_S000130039;d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Bdellovibrio
OTU5843	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.9400|AB243672_S000622966;d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales
OTU5844	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	4	0	0	0	0	US|0.9997|AY512589_S000485613;d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales
OTU5845	3	0	3	3	1	2	1	1	2	1	5	1	3	0	36	8	25	10	0	0	6	2	0	0	1	0	0	1	0	2	4	1	0	5	GS|97.2|EF457468_S000834893;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp3,g:Gp3;
OTU5846	10	12	10	14	5	9	6	0	0	1	2	0	8	5	2	0	0	0	2	3	13	7	20	18	1	1	0	0	2	2	12	5	0	2	SS|0.9500|KF459924_S004053537;d:Bacteria,p:"Actinobacteria"
OTU5847	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	3	0	0	1	5	0	2	0	3	0	0	1	0	US|0.9959|L36197_S000414661;d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales
OTU5848	2	1	1	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	SS|1.0000|AY434018_S000419758;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp6,g:Gp6
OTU5849	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	5	4	3	2	0	0	1	0	0	SS|0.9400|AF507702_S000430320;d:Bacteria,p:"Armatimonadetes",c:Armatimonadia,o:Armatimonadales,f:Armatimonadaceae,g:Armatimonas/Armatimonadetes_gp1
OTU5850	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	5	0	US|0.9952|Y17658_S000010034;d:Archaea,p:"Euryarchaeota",c:Halobacteria,o:Halobacteriales
OTU5851	0	1	0	1	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	4	0	0	US|0.9941|EU531458_S001096379;d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales
OTU5852	2	0	0	0	2	7	2	2	0	0	1	0	1	3	1	0	1	1	0	0	1	0	6	10	5	1	0	0	0	2	4	1	0	1	US|0.9993|EF457480_S000834905;d:Archaea,p:"Crenarchaeota",c:Thermoprotei,o:Thermoproteales
OTU5853	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	SS|1.0000|AJ811598_S000367206;d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales
OTU5854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	1	2	0	0	0	0	0	0	SS|1.0000|AY743277_S000595399;d:Bacteria,p:"Deinococcus-Thermus",c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
OTU5855	4	2	2	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	4	3	1	1	4	3	1	0	0	0	3	0	0	0	0	0	US|0.9997|HQ383683_S002235562;d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales
OTU5856	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.8751|CP000804_S000925950;d:Bacteria,p:"Chloroflexi",c:Chloroflexia,o:"Chloroflexales"
OTU5857	0	0	0	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	SS|1.0000|AB072735_S000251887;d:Bacteria
OTU5858	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	1	1	0	0	2	0	0	0	4	1	0	3	0	0	0	0	0	1	SS|1.0000|AB360343_S001014081;d:Bacteria,p:"Actinobacteria",c:Actinobacteria
OTU5859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|AB243672_S000622966;d:Bacteria,p:"Chloroflexi",c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae
OTU5860	3	2	2	0	0	0	11	3	1	0	7	3	4	5	18	16	3	5	8	7	8	0	11	11	1	2	1	0	6	3	0	3	3	9	US|0.9992|AB712348_S003277148;d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales
OTU5861	0	1	0	0	0	0	2	0	0	0	0	0	0	0	4	1	14	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.9997|AF146831_S000543677;d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales
OTU5862	2	0	0	0	1	0	3	4	3	1	9	3	0	1	2	2	1	1	2	5	4	2	2	6	4	9	4	4	3	0	0	0	6	1	SS|1.0000|AB025317_S000022213;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Sporichthyaceae,g:Sporichthya,s:Sporichthya_brevicatena
OTU5863	7	17	9	12	10	17	6	0	1	0	4	1	11	5	0	1	0	1	0	1	3	0	0	0	0	0	0	0	0	0	14	12	1	0	US|0.9898|L36197_S000414661;d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales
OTU5864	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.9959|EU656113_S001098929;d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales
OTU5865	5	5	2	2	2	1	9	5	3	13	3	6	5	8	0	1	2	5	7	6	9	17	8	3	10	2	1	1	5	11	3	3	4	6	SS|0.9500|EU004198_S001350584;d:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Rhodocytophaga,s:Rhodocytophaga_aerolata
OTU5866	1	8	0	0	4	3	2	3	2	3	1	1	0	0	1	0	0	2	2	3	2	5	3	12	12	12	5	7	8	2	1	1	1	9	US|0.9992|U68610_S000363718;d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales
OTU5867	0	6	1	1	2	4	0	0	3	1	0	2	1	2	2	3	1	1	1	3	0	1	1	0	1	0	3	3	0	1	1	1	2	1	US|0.9943|FN430422_S001588757;d:Bacteria,p:Firmicutes,c:Bacilli
OTU5868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	SS|1.0000|AB072735_S000251887;d:Bacteria
OTU5869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	1	0	0	SS|1.0000|AJ781320_S000544199;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales
OTU5870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	20	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8100|CP001359_S004068953;d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales,f:Cystobacteraceae,g:Anaeromyxobacter,s:Anaeromyxobacter_dehalogenans
OTU5871	0	0	0	0	0	1	1	0	2	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	US|0.9891|Y14578_S000000782;d:Bacteria,p:Firmicutes,c:Bacilli
OTU5872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.9925|EF687743_S000893518;d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria
OTU5873	0	0	0	0	0	0	0	0	0	0	1	0	0	0	20	10	13	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|1.0000|AJ292687_S000017618;d:Archaea,p:"Korarchaeota"
OTU5874	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.9758|AB072735_S000251887;d:Bacteria,p:"Gemmatimonadetes"
OTU5875	1	1	0	1	0	0	0	0	3	2	5	11	1	0	0	3	1	0	1	1	1	0	0	0	3	7	1	3	2	4	2	0	6	0	SS|1.0000|Y12597_S000116232;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp6,g:Gp6
OTU5876	6	1	0	1	2	0	9	3	0	2	21	26	2	0	0	1	6	0	5	10	7	12	26	14	5	0	0	3	21	10	3	4	19	3	SS|1.0000|CP007536_S004069721;d:Archaea,p:"Thaumarchaeota",o:Nitrososphaerales,f:Nitrososphaeraceae,g:Nitrososphaera,s:Nitrososphaera_viennensis
OTU5877	0	0	0	0	0	0	0	0	8	8	0	1	0	0	8	3	0	0	2	0	0	0	1	0	2	5	2	2	1	2	0	0	17	0	SS|1.0000|JN090860_S002916046;d:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Hymenobacter
OTU5878	0	1	0	1	1	1	2	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	3	0	1	0	US|0.8728|KF193530_S004048655;d:Bacteria,p:Firmicutes,c:Bacilli
OTU5879	2	7	1	3	2	2	5	5	6	4	5	5	0	0	4	2	3	13	10	7	8	5	7	5	11	10	2	4	4	6	4	2	7	7	SS|0.9900|EF466107_S000843247;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Nocardioidaceae,g:Nocardioides
OTU5880	0	0	0	0	0	0	0	0	2	8	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	5	0	0	0	0	1	0	SS|0.8600|AF538712_S000841845;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Roseomonas
OTU5881	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	US|0.9865|EU289437_S000961944;d:Bacteria,p:"Armatimonadetes"
OTU5882	1	1	12	7	4	5	3	2	0	0	0	1	0	1	0	0	0	0	0	1	5	5	4	4	3	3	0	1	1	3	5	4	0	3	SS|0.9600|AF507702_S000430320;d:Bacteria,p:"Armatimonadetes",c:Armatimonadia,o:Armatimonadales,f:Armatimonadaceae,g:Armatimonas/Armatimonadetes_gp1
OTU5883	0	3	2	7	2	9	19	7	0	1	9	1	1	0	2	1	0	7	2	7	3	13	26	45	8	5	3	2	0	2	2	2	3	22	SS|1.0000|D85116_S000008954;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales
OTU5884	0	0	0	0	1	1	0	0	2	1	1	1	0	0	7	2	0	1	1	0	2	1	2	3	0	0	0	1	0	0	2	0	0	0	SS|1.0000|EU135017_S000933611;d:Bacteria,p:"Armatimonadetes",g:Armatimonadetes_gp4
OTU5885	0	0	0	0	0	0	0	0	4	0	1	2	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	1	0	3	0	0	1	2	SS|0.9600|HQ540311_S002409687;d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria
OTU5886	0	1	0	0	0	0	0	0	15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	1	0	0	0	0	0	SS|1.0000|AF013554_S000336303;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Gp4
OTU5887	0	0	0	0	0	0	0	0	0	0	0	0	2	1	9	3	26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|AM158322_S000650669;d:Bacteria,p:Firmicutes,c:Negativicutes,o:Selenomonadales,f:Veillonellaceae
OTU5888	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.9930|EU833987_S001154118;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria
OTU5889	4	4	5	2	14	5	0	1	0	0	0	0	1	2	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	1	1	3	0	0	SS|0.8700|X56305_S000006614;d:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU5890	0	0	2	1	0	0	1	0	0	0	0	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	SS|1.0000|CP002353_S004067751;d:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU5891	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	2	0	1	0	0	0	0	2	0	3	0	0	0	0	0	US|0.9959|U25627_S000437365;d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales
OTU5892	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	GS|98.8|EF516412_S000840854;d:Bacteria,p:"Armatimonadetes",c:Armatimonadia,o:Armatimonadales,f:Armatimonadaceae,g:Armatimonas/Armatimonadetes_gp1;
OTU5893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	1	0	US|0.9992|DQ991964_S000871061;d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales
OTU5894	0	2	0	0	0	0	4	2	0	1	0	2	0	1	5	5	1	0	2	3	1	0	0	0	0	1	0	2	0	1	0	0	1	4	US|0.9965|AJ292685_S000019750;d:Bacteria,p:candidate_division_WPS-1
OTU5895	1	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	US|0.9959|X68388_S000364342;d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales
OTU5896	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.9952|HQ315828_S002235473;d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales
OTU5897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	SS|0.8400|JN880417_S002963694;d:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU5898	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	SS|1.0000|AB072735_S000251887;d:Bacteria,p:"Gemmatimonadetes",c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas,s:Gemmatimonas_aurantiaca
OTU5899	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	16	3	1	1	0	0	0	2	1	0	0	0	US|0.9952|FR799325_S002408169;d:Archaea,p:"Euryarchaeota",c:Halobacteria,o:Halobacteriales
OTU5900	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	SS|1.0000|AJ310654_S000012082;d:Bacteria,p:"Bacteroidetes"
OTU5901	0	1	0	0	5	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	SS|0.9100|EF141348_S000871078;d:Bacteria,p:"Deinococcus-Thermus",c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus
OTU5902	1	10	14	10	19	15	15	16	16	2	12	9	1	1	16	14	7	33	5	13	17	4	8	4	5	13	1	10	4	3	2	1	6	24	US|0.9993|JF742631_S002951246;d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales
OTU5903	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	US|0.9952|EU135010_S000933604;d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Bdellovibrionales
OTU5904	1	5	0	1	3	1	2	1	1	0	2	2	0	0	4	0	3	2	0	0	0	0	0	0	0	3	0	1	0	3	4	1	3	1	SS|0.9900|KM036168_S004231080;d:Bacteria,p:"Planctomycetes",c:Phycisphaerae,o:Tepidisphaerales,f:Tepidisphaeraceae,g:Tepidisphaera,s:Tepidisphaera_mucosa
OTU5905	0	0	0	0	4	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	US|0.9959|X56305_S000006614;d:Archaea,p:"Euryarchaeota",c:Halobacteria,o:Natrialbales
OTU5906	6	6	5	8	2	2	4	3	0	0	3	3	26	14	4	3	2	2	0	0	2	2	5	10	1	1	0	2	1	0	11	3	1	3	SS|0.9200|JF423906_S002447326;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Gaiellales,f:Gaiellaceae,g:Gaiella,s:Gaiella_occulta
OTU5907	0	0	1	1	1	1	3	2	2	3	1	1	1	1	10	9	3	6	1	2	1	2	1	0	2	1	5	5	2	1	2	0	1	1	US|0.9959|DQ097300_S000711714;d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales
OTU5909	1	1	3	0	2	3	1	1	0	0	0	0	0	2	0	0	0	0	0	0	2	1	4	5	0	0	0	0	0	0	2	1	0	0	US|0.9891|EF457487_S000834912;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16
OTU5910	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|1.0000|AJ292687_S000017618;d:Archaea,p:"Korarchaeota"
OTU5911	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	US|0.9973|EU741687_S001046429;d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria
OTU5912	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	US|0.9727|FJ624399_S001351089;d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia
OTU5913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.9971|AB360448_S001014085;d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales
OTU5914	1	0	0	1	2	5	3	2	1	2	2	5	2	0	0	0	0	0	3	1	3	5	7	9	12	3	3	1	8	2	1	0	1	6	US|0.9959|AB239529_S000616302;d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales
OTU5915	0	1	1	0	0	0	2	0	1	0	0	1	1	2	0	0	0	0	1	0	0	1	9	5	0	0	0	0	3	0	4	0	2	5	SS|0.8200|JF423906_S002447326;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Gaiellales,f:Gaiellaceae,g:Gaiella,s:Gaiella_occulta
OTU5916	0	2	0	5	10	0	0	1	0	0	0	0	1	2	2	2	0	3	2	2	2	0	1	0	0	0	0	1	0	0	0	1	1	1	SS|0.8000|AM162406_S000650674;d:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Zavarzinella,s:Zavarzinella_formosa
OTU5917	3	2	3	7	2	3	5	2	2	2	2	0	1	1	3	0	0	1	1	2	8	5	13	16	1	2	1	2	2	1	4	4	0	4	US|0.9677|CP001854_S001872674;d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Solirubrobacterales
OTU5918	2	1	1	0	0	0	10	6	0	0	1	0	1	0	1	0	0	1	0	2	4	1	6	0	0	0	0	0	3	1	4	2	0	1	US|0.9992|EF457487_S000834912;d:Archaea,p:"Crenarchaeota",c:Thermoprotei,o:Thermoproteales
OTU5919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	US|0.9891|EU861851_S001148156;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16
OTU5920	3	2	2	3	2	6	1	3	1	4	4	0	1	2	0	1	0	0	2	1	4	3	2	5	3	4	7	6	2	2	5	0	5	8	US|0.9959|AF126282_S000387293;d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales
OTU5921	0	2	0	0	1	0	2	1	2	0	3	1	0	1	9	3	4	4	4	2	0	2	0	1	1	1	2	1	0	2	0	0	1	2	SS|0.9600|X56305_S000006614;d:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU5922	0	1	0	0	0	0	1	3	0	0	2	1	0	0	0	0	0	0	0	2	0	1	2	4	4	6	6	5	3	3	0	0	2	7	US|0.9993|CP000804_S002287403;d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales
OTU5923	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	SS|0.9700|AJ292687_S000017618;d:Bacteria,p:candidate_division_WPS-1
OTU5924	1	6	0	0	2	0	7	9	4	1	9	6	3	0	4	5	7	8	3	2	5	8	6	1	30	13	5	2	12	6	3	3	6	9	US|0.9952|AY493923_S000262281;d:Archaea,p:"Euryarchaeota",c:Methanopyri,o:Methanopyrales
OTU5925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9900|AB003169_S000381702;d:Bacteria,p:Cyanobacteria/Chloroplast,c:Cyanobacteria
OTU5926	0	1	0	0	0	0	2	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	US|0.8728|EF457456_S000834881;d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16
OTU5927	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	1	2	4	0	0	0	2	0	1	2	0	0	0	0	1	US|0.9992|X82558_S000005124;d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales
